Source,Target,Type,id,label,timeset,weight,from type,edge,starting date,ending date
"Caixa Capital SCR, SA",FCR Caixa Tech Transfer Accelerator Ventures,Directed,353,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2015,
"Caixa Capital SCR, SA",FCR Empreender Mais,Directed,354,,"<[2009.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2009,
"Caixa Capital SCR, SA","UNBABEL, INC.",Directed,355,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Caixa Capital SCR, SA","VENIAM, INC.",Directed,356,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Caixa Capital SCR, SA",UNIPLACES LIMITED,Directed,357,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2013,
"Caixa Capital SCR, SA","D-ORBIT PT, LDA",Directed,358,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Caixa Capital SCR, SA","ALLIS UBBO INFORMATION SYSTEMS, LDA",Directed,359,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2015,
"Caixa Capital SCR, SA",Farfetch UK Limited,Directed,360,,"<[2005.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2005,
"Caixa Capital SCR, SA","EXOGENUS THERAPEUTICS, S.A.",Directed,361,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2015,
"Portugal Ventures SCR, SA","FOLLOWPRICE, S.A.",Directed,362,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2015,
"Portugal Ventures SCR, SA","FOLLOW INSPIRATION, S.A.",Directed,363,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA",GENIBET BIOPHARMACEUTICALS S.A.,Directed,364,,"<[2006.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2006,
"Portugal Ventures SCR, SA","GUESTCENTRIC SYSTEMS, S.A.",Directed,365,,"<[2007.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2007,
"Portugal Ventures SCR, SA","LYMPHACT - LYMPHOCYTE ACTIVATION TECHNOLOGIES, S.A.",Directed,366,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA","MAGNOMICS, S.A.",Directed,367,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA",INVINE,Directed,368,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2015,
"Portugal Ventures SCR, SA",BIOSURFIT S.A.,Directed,369,,"<[2004.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2004,
"Portugal Ventures SCR, SA",BitSight Technologies,Directed,370,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2015,
"Portugal Ventures SCR, SA",BIOTREND - INOVAÇÃO E ENGENHARIA EM BIOTECNOLOGIA S.A.,Directed,371,,"<[2006.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2006,
"Portugal Ventures SCR, SA","BIOMODE - BIOMOLECULAR DETERMINATION, S.A.",Directed,372,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA","ABYSSAL, S.A.",Directed,373,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA",ALFAMA - INVESTIGAÇÃO E DESENVOLVIMENTO DE PRODUTOS FARMACÊUTICOS LDA,Directed,374,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2013,
"Portugal Ventures SCR, SA","CSIDE - SOLUÇÕES INTELIGENTES, S.A.",Directed,375,,"<[2008.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2008,
"Portugal Ventures SCR, SA",CRITICAL LINKS S.A.,Directed,376,,"<[2007.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2007,
"Portugal Ventures SCR, SA","ENEIDA, WIRELESS & SENSORS, S.A.",Directed,377,,"<[2012.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2012,
"Portugal Ventures SCR, SA","DISPLAX, S.A.",Directed,378,,"<[2008.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2008,
"Portugal Ventures SCR, SA","CHIC BY CHOICE, S.A.",Directed,379,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA",Code Place (Songvice B.V.),Directed,380,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2015,
"Portugal Ventures SCR, SA","WIZI TO FIND, S.A.",Directed,381,,"<[2006.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2006,
"Portugal Ventures SCR, SA","XHOCKWARE, S.A.",Directed,382,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA","ZUVI NOVA, S.A.",Directed,383,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2011,
"Portugal Ventures SCR, SA",Principle Power Unipessoal LDA,Directed,384,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA",PHARMA73 S.A.,Directed,385,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA","OUTSYSTEMS - SOFTWARE EM REDE, S.A.",Directed,386,,"<[2007.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2007,
"Portugal Ventures SCR, SA","OMNIFLOW, S.A",Directed,387,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"Portugal Ventures SCR, SA","SKAPHANDRUS, S.A. - EM LIQUIDAÇÃO",Directed,388,,"<[2014.0, 2016.0]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,2016
"Portugal Ventures SCR, SA",Fundo de Capital de Risco Dinamização Turística,Directed,389,,"<[2009.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2009,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Internacionalização,Directed,390,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Indústrias Criativas,Directed,391,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Universitas,Directed,392,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Turismo Inovação,Directed,393,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Portugal Ventures SCR, SA","PME Capital ­Sociedade Portuguesa de Capital de Risco, S.A",Directed,394,,"<[2001.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2001,
"Portugal Ventures SCR, SA",FCR InovCapital,Directed,395,,"<[2003.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2003,
"Portugal Ventures SCR, SA",FCR FIAEA ­ Fundo de Investimento de Apoio ao Empreendorismo dos Açores,Directed,396,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Biocant,Directed,397,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Early Stages,Directed,398,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Finicia,Directed,399,,"<[2007.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2007,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Global 2,Directed,400,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2015,
"Portugal Ventures SCR, SA",FCR Portugal Global Ventures,Directed,401,,"<[2005.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2005,
"Portugal Ventures SCR, SA",FCR Portugal Ventures ACTEC II,Directed,402,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Portugal Ventures SCR, SA",FCR FIAEA ­ Fundo de Investimento de Apoio ao Empreendorismo dos Açores,Directed,403,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2011,
"Portugal Ventures SCR, SA",Fundo de Capital de Risco Portugal Ventures Global 2,Directed,404,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2015,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Universitas,Directed,405,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2011,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Internacionalização,Directed,406,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2011,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Early Stages,Directed,407,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2011,
"Portugal Ventures SCR, SA",FCR Critical Ventures I,Directed,408,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2011,
"Portugal Ventures SCR, SA",FCR Portugal Global Ventures,Directed,409,,"<[2005.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2005,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Finicia,Directed,410,,"<[2007.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2007,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Indústrias Criativas,Directed,411,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2011,
"Portugal Ventures SCR, SA",FCR Portugal Ventures Biocant,Directed,412,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2011,
BrainCapital,"SWORD HEALTH, S.A",Directed,413,,"<[2014.0, Infinity]>",1.0,SPV´s,Investment,2014,
"New Ventures SGPS, SA","SWORD HEALTH, S.A",Directed,414,,"<[2014.0, Infinity]>",1.0,SPV´s,Investment,2014,
"FJR, SGPS, S.A",STEMMATTERS - BIOTECNOLOGIA E MEDICINA REGENERATIVA S.A.,Directed,415,,"<[2011.0, Infinity]>",1.0,SPV´s,Investment,2011,
"Agro Consultores,Lda","ZARPH, S.A.",Directed,416,,"<[2013.0, Infinity]>",1.0,SPV´s,Investment,2013,
"A. Silva Matos II - Investimentos, SA","WINDPLUS, S.A.",Directed,417,,"<[2009.0, Infinity]>",1.0,SPV´s,Investment,2009,
IA - FCI - TICE,"TUIZZI, S.A.",Directed,418,,"<[2013.0, Infinity]>",1.0,SPV´s,Investment,2013,
"ES Ventures SCR, SA",FCR ESV II,Directed,419,,"<[2006.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2006,
"ES Ventures SCR, SA",FCR ESV III,Directed,420,,"<[2009.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2009,
"ES Ventures SCR, SA",FCR ESV Inovação & Internacionalização,Directed,421,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"ES Ventures SCR, SA",FCR F-HITEC,Directed,422,,"<[2008.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2008,
"ES Ventures SCR, SA",FCR ISTART I,Directed,423,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"ES Ventures SCR, SA","FEEDZAI, INC.",Directed,424,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2013,
"Capital Criativo SCR, SA",FCR Capital Criativo I,Directed,425,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
Haitong Capital SCR SA,FCR PME / Novo Banco,Directed,426,,"<[1997.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),1997,
"Change Partners SCR, SA",FCR Fast Change,Directed,427,,"<[2003.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2003,
"Change Partners SCR, SA",FCR Fast Change II,Directed,428,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Change Partners SCR, SA",FCR Fast Change,Directed,429,,"<[2005.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2005,
"2BPARTNER SCR, SA",FCR Minho Inovação e Internacionalização,Directed,430,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Novabase Capital SCR, SA",FCR ISTART I,Directed,431,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2011,
"Novabase Capital SCR, SA",FCR Novabase Capital,Directed,432,,"<[2005.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2005,
"Novabase Capital SCR, SA",FCR Novabase Inovação e Internacionalização,Directed,433,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2011,
"Novabase Capital SCR, SA",FCR Novabase Inovação e Internacionalização,Directed,434,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Novabase Capital SCR, SA",FCR Novabase Capital,Directed,435,,"<[2005.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2005,
"Novabase Capital SCR, SA","COLLAB - SOLUÇÕES INFORMÁTICAS DE COMUNICAÇÃO E COLABORAÇÃO, S.A.",Directed,436,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2013,
"Naves ­Sociedade de Capital de Risco, S.A.","BABYBOOK, S.A.",Directed,437,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2014,
"BUSY ANGELS, SCR, S.A","Busy Angels, SGPS",Directed,438,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2015,
"ISQ SCR, SA",Fundo ISQ Capital,Directed,439,,"<[2005.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2005,
"ISQ SCR, SA",FCR ASK Capital,Directed,440,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"ISQ SCR, SA",FCR ASK Celta,Directed,441,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Beta Capital SCR, SA",FCR Beta Early Stages,Directed,442,,"<[2005.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2005,
"Beta Capital SCR, SA",FCR Beta Ciências da Vida,Directed,443,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Beta Capital SCR, SA",GENE PREDIT S.A.,Directed,444,,"<[2012.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2012,
"Critical Ventures, SCR, SA",FCR Critical Ventures I,Directed,445,,"<[2011.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2011,
"Critical Ventures, SCR, SA",Critical SGPS (holding),Directed,446,,"<[2012.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2012,
"Critical Ventures, SCR, SA","WFSW, S.A.",Directed,447,,"<[2012.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2012,
"Critical Ventures, SCR, SA",WATCHFUL SOFTWARE,Directed,448,,"<[2012.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2012,
"Critical Ventures, SCR, SA",CRITICAL LINKS S.A.,Directed,449,,"<[2007.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2007,
"Critical Ventures, SCR, SA","CRITICAL MANUFACTURING, S.A.",Directed,450,,"<[2009.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2009,
BIOCANT VENTURES LDA,THELIAL TECHNOLOGIES S.A.,Directed,451,,"<[2010.0, Infinity]>",1.0,SPV´s,Investment,2010,
BIOCANT VENTURES LDA,"MATERA, LDA",Directed,452,,"<[2011.0, Infinity]>",1.0,SPV´s,Investment,2011,
BIOCANT VENTURES LDA,GENE PREDIT S.A.,Directed,453,,"<[2012.0, Infinity]>",1.0,SPV´s,Investment,2012,
"EV Tecsaúde, SGPS, SA",FÓRMULA DA AVÓ - LDA,Directed,454,,"<[2013.0, Infinity]>",1.0,SPV´s,Investment,2013,
"Pathena, SGPS, S.A.",STEMMATTERS - BIOTECNOLOGIA E MEDICINA REGENERATIVA S.A.,Directed,455,,"<[2011.0, Infinity]>",1.0,SPV´s,Investment,2011,
"Pathena, SGPS, S.A.","STOCK BEATS, S.A.",Directed,456,,"<[2014.0, Infinity]>",1.0,SPV´s,Investment,2014,
"Pathena, SGPS, S.A.",NMUSIC S.A.,Directed,457,,"<[2013.0, Infinity]>",1.0,SPV´s,Investment,2013,
"Pathena, SGPS, S.A.",Pathena SICAR,Directed,458,,"<[2012.0, Infinity]>",1.0,SPV´s,Management entity (or controlling entity),2012,
"Pathena, SGPS, S.A.","IM3DICAL, S.A.",Directed,459,,"<[2013.0, Infinity]>",1.0,SPV´s,Investment,2013,
"Venture Catalysts, Lda","IMMUNETHEP, S.A.",Directed,460,,"<[2015.0, Infinity]>",1.0,SPV´s,Investment,2015,
Dueto SGPS,"MOVVO, S.A.",Directed,461,,"<[2011.0, Infinity]>",1.0,SPV´s,Investment,2011,
"BLUE BUSINESS, SGPS, SA","IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",Directed,462,,"<[2010.0, Infinity]>",1.0,SPV´s,Investment,2010,
"Sail Away, Lda","FABER VENTURES, S.A.",Directed,463,,"<[2013.0, Infinity]>",1.0,SPV´s,Investment,2013,
"Eggnest, SGPS, S.A.","PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",Directed,464,,"<[2014.0, Infinity]>",1.0,SPV´s,Investment,2014,
"Eggnest, SGPS, S.A.","FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",Directed,465,,"<[2013.0, Infinity]>",1.0,SPV´s,Investment,2013,
PNV Capital,"ZUVI NOVA, S.A.",Directed,466,,"<[2011.0, Infinity]>",1.0,SPV´s,Investment,2011,
PNV Capital,"WEBANKOR, S.A.",Directed,467,,"<[2013.0, Infinity]>",1.0,SPV´s,Investment,2013,
PNV Capital,"MAGNOMICS, S.A.",Directed,468,,"<[2014.0, Infinity]>",1.0,SPV´s,Investment,2014,
PNV Capital,"MAPS WITH LIFE, S.A. - EM LIQUIDAÇÃO",Directed,469,,"<[2013.0, 2016.0]>",1.0,SPV´s,Investment,2013,2016
PNV Capital,"FABER VENTURES, S.A.",Directed,470,,"<[2013.0, Infinity]>",1.0,SPV´s,Investment,2013,
PNV Capital,"GLOBAL INPAKT, S.A.",Directed,471,,"<[2013.0, 2015.0]>",1.0,SPV´s,Investment,2013,2015
"TIC Risco, SGPS, SA","FOLLOW INSPIRATION, S.A.",Directed,472,,"<[2014.0, Infinity]>",1.0,SPV´s,Investment,2014,
"Best Horizon­SGPS, Unipessoal Lda.","FOLLOWPRICE, S.A.",Directed,473,,"<[2015.0, Infinity]>",1.0,SPV´s,Investment,2015,
RedStar,NUTRI VENTURES CORPORATION - NVC S.A.,Directed,474,,"<[2010.0, Infinity]>",1.0,SPV´s,Investment,2010,
"Skybusiness, S.A.","PEEK HEALTH, S.A.",Directed,475,,"<[2015.0, Infinity]>",1.0,SPV´s,Investment,2015,
Seedcamp,QAMINE LIMITED,Directed,476,,"<[2015.0, Infinity]>",1.0,SPV´s,Investment,2015,
Sequoia Saúde e Tecnologia,"RETMARKER, S.A.",Directed,477,,"<[2011.0, Infinity]>",1.0,SPV´s,Investment,2011,
"Daninves, SGPS, S.A.",STEMMATTERS - BIOTECNOLOGIA E MEDICINA REGENERATIVA S.A.,Directed,478,,"<[2011.0, Infinity]>",1.0,SPV´s,Investment,2011,
SONAE IM,"MOVVO, S.A.",Directed,479,,"<[2011.0, Infinity]>",1.0,SPV´s,Investment,2011,
"EntreParentesis ­SGPS,S.A.","MYGON, S.A.",Directed,480,,"<[2012.0, Infinity]>",1.0,SPV´s,Investment,2012,
"AFSA ­SGPS, S.A","MYGON, S.A.",Directed,481,,"<[2012.0, Infinity]>",1.0,SPV´s,Investment,2012,
"B31­ Investimentos, Lda­","MYGON, S.A.",Directed,482,,"<[2012.0, Infinity]>",1.0,SPV´s,Investment,2012,
"Innovation Makers ­ serviços de Consultoria em Inovação, Lda­","MYGON, S.A.",Directed,483,,"<[2012.0, Infinity]>",1.0,SPV´s,Investment,2012,
"UNBABEL, INC.","UNBABEL, LDA",Directed,484,,"<[2014.0, Infinity]>",1.0,Targeted companies (startups),Management entity (or controlling entity),2014,
Ryan Petersen,"UNBABEL, INC.",Directed,485,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
David Peterson,"UNBABEL, INC.",Directed,486,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Young Guo,"UNBABEL, INC.",Directed,487,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Raymond Tonsing,"UNBABEL, INC.",Directed,488,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Rob Emrich,"UNBABEL, INC.",Directed,489,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Roger Dickey,"UNBABEL, INC.",Directed,490,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Digital Garage,"UNBABEL, INC.",Directed,491,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Adeyemi Ajao,"UNBABEL, INC.",Directed,492,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Founding Team,"UNBABEL, LDA",Directed,493,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Elad Gil,"UNBABEL, INC.",Directed,494,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Kevin Rose,"UNBABEL, INC.",Directed,495,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
"CIENCIVEST, VALORIZAÇÃO ECONÓMICA DA CIÊNCIA, S.A.","KINEMATIX SENSE, S.A.",Directed,496,,"<[2008.0, Infinity]>",1.0,Other,Investment,2008,
Plug & Play Accelarator,"MUZZLEY, S.A.",Directed,497,,"<[2012.0, Infinity]>",1.0,Other,Investment,2012,
Principle Power Unipessoal LDA,"WINDPLUS, S.A.",Directed,498,,"<[2009.0, Infinity]>",1.0,Other,Investment,2009,
AIP –CCI,FCR Portugal Ventures Universitas,Directed,499,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
PME Investimentos – Sociedade de Investimento S.A.,Fundo de Capital de Risco para Investidores Qualificados PME Investimentos­ TIEC,Directed,500,,"<[2004.0, Infinity]>",1.0,Other,Management entity (or controlling entity),2004,
PME Investimentos – Sociedade de Investimento S.A.,FINOVA - Fundo de Apoio ao Financiamento à Inovação,Directed,501,,"<[2008.0, Infinity]>",1.0,Other,Management entity (or controlling entity),2008,
Y Combinator,"UNBABEL, INC.",Directed,502,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Klaus von Sayn-Wittgenstein,"UNBABEL, INC.",Directed,503,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
Undisclosure Angel Investment,QAMINE LIMITED,Directed,504,,"<[2015.0, Infinity]>",1.0,Other,Investment,2015,
Henrique de Castro,QAMINE LIMITED,Directed,505,,"<[2015.0, Infinity]>",1.0,Other,Investment,2015,
Docentes FCUL,"SCIENCE4YOU, S.A.",Directed,506,,"<[2012.0, Infinity]>",1.0,Other,Investment,2012,
Pathena SICAR,"CARDMOBILI DESENVOLVIMENTO DE SOFTWARE, S.A.",Directed,507,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2013,
Pathena SICAR,"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",Directed,508,,"<[2010.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2010,
Pathena SICAR,"EXAGO VENTURES, S.A.",Directed,509,,"<[2010.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2010,
Gobi Partners,"APTOIDE, S.A.",Directed,510,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2013,
Oak HC/FT,"FEEDZAI, INC.",Directed,511,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2013,
e.ventures,"APTOIDE, S.A.",Directed,512,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2013,
Golden Gate Ventures,"APTOIDE, S.A.",Directed,513,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2013,
"PRINCIPLE POWER, INC.","WINDPLUS, S.A.",Directed,514,,"<[2009.0, Infinity]>",1.0,Other,Investment,2009,
"Leadership Business Technology, S.A.","YD YNVISIBLE, S.A.",Directed,515,,"<[2013.0, Infinity]>",1.0,Other,Investment,2013,
Alex Chesterman,UNIPLACES LIMITED,Directed,516,,"<[2013.0, Infinity]>",1.0,Other,Investment,2013,
Alex Chesterman,"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",Directed,517,,"<[2012.0, Infinity]>",1.0,Other,Investment,2012,
William Reeve,UNIPLACES LIMITED,Directed,518,,"<[2013.0, Infinity]>",1.0,Other,Investment,2013,
William Reeve,"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",Directed,519,,"<[2012.0, Infinity]>",1.0,Other,Investment,2012,
Rob McClatchey,UNIPLACES LIMITED,Directed,520,,"<[2013.0, Infinity]>",1.0,Other,Investment,2013,
MERMAID INVESTMENTS B.V.,"TURFLYNX, LDA",Directed,521,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2014,
Google Ventures,"UNBABEL, INC.",Directed,522,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2014,
Amino Capital,"UNBABEL, INC.",Directed,523,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2014,
North Bridge Venture Partners & Growth Equity,"OUTSYSTEMS - SOFTWARE EM REDE, S.A.",Directed,524,,"<[2007.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2007,
